time,gpu,pwr,gtemp,mtemp,sm,mem,enc,dec,jpg,ofa,mclk,pclk,pviol,tviol,rxpci,txpci
s,Idx,W,C,C,%,%,%,%,%,%,MHz,MHz,%,bool,MB/s,MB/s
63.38551594200544,0,112,41,57,0,0,0,0,0,0,1593,1980,0,0,0,0
64.38560770399636,0,112,41,57,0,0,0,0,0,0,1593,1980,0,0,0,0
65.38572181202471,0,112,41,57,0,0,0,0,0,0,1593,1980,0,0,0,0
66.3858340929728,0,112,41,57,0,0,0,0,0,0,1593,1980,0,0,0,0
67.38591758697294,0,112,40,56,0,0,0,0,0,0,1593,1980,0,0,0,1
68.38601564097917,0,111,40,57,0,0,0,0,0,0,1593,1980,0,0,0,0
69.38609515002463,0,112,40,56,0,0,0,0,0,0,1593,1980,0,0,0,1
70.38619506097166,0,112,40,56,0,0,0,0,0,0,1593,1980,0,0,0,0
71.38630925101461,0,111,40,56,0,0,0,0,0,0,1593,1980,0,0,0,1
72.386445075972,0,111,40,56,0,0,0,0,0,0,1593,1980,0,0,0,0
73.38652664999245,0,111,40,56,0,0,0,0,0,0,1593,1980,0,0,0,0
74.38662739598658,0,111,40,56,0,0,0,0,0,0,1593,1980,0,0,0,0
