time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.13995851390063763,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59276 MiB, 5675 MiB, 0 %, 0 %
1.3915854170918465,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59276 MiB, 5675 MiB, 89 %, 65 %
2.391664035618305,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59276 MiB, 5675 MiB, 92 %, 66 %
3.3917325660586357,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 80 %, 63 %
4.758705571293831,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 82 %, 64 %
5.984370898455381,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 82 %, 64 %
6.98443597741425,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 71 %
7.98449944704771,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
8.98456335067749,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 69 %
9.98462749645114,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 71 %
10.984696749597788,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
11.984764359891415,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 68 %
12.984832672402263,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
13.984901402145624,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
14.984979759901762,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 90 %, 71 %
15.985048269852996,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
16.98511428758502,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 69 %
17.985181277617812,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 71 %
18.98524454422295,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
19.98531404696405,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 68 %
20.985383661463857,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
21.985448805615306,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
22.985516557469964,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 71 %
23.985583482310176,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 70 %
24.985654098913074,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 69 %
25.98572364449501,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 71 %
26.985791377723217,GPU-92faa654-6e14-1030-db37-d3c45f5dafa7, Not Active, Not Active, 65247 MiB, 294 MiB, 59422 MiB, 5529 MiB, 89 %, 69 %
