time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.13779736100696027,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 0 %, 0 %
1.2055238829925656,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 71 %, 73 %
2.205603809095919,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 98 %, 100 %
3.20565063203685,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 98 %, 100 %
4.205716789001599,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 98 %, 100 %
5.205770109081641,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59436 MiB, 5515 MiB, 98 %, 100 %
6.205842673080042,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 30 %, 26 %
7.205919822910801,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 94 %, 100 %
8.20598370092921,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 94 %, 100 %
9.206055046990514,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 95 %, 100 %
10.206125462893397,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 94 %, 100 %
11.206193400081247,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 95 %, 100 %
12.20625965599902,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 96 %, 100 %
13.206330667017028,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 96 %, 100 %
14.206397854024544,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 96 %, 100 %
15.206468171905726,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 95 %, 91 %
16.206536448094994,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 94 %, 100 %
17.20662944787182,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 39 %, 42 %
18.20670053898357,GPU-204cb8c0-d546-a599-c3fe-c2ad4c84a9ff, Not Active, Not Active, 65247 MiB, 294 MiB, 59468 MiB, 5483 MiB, 95 %, 100 %
