time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.1518963340204209,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 59420 MiB, 5531 MiB, 0 %, 0 %
1.2581497139763087,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 59420 MiB, 5531 MiB, 65 %, 42 %
2.2582219389732927,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 59420 MiB, 5531 MiB, 0 %, 0 %
3.2583812410011888,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 72 %, 76 %
6.826220931950957,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 72 %, 76 %
7.826293979072943,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 47 %, 46 %
8.826363153057173,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 75 %, 72 %
9.826436805073172,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 69 %
10.826511102030054,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 69 %
11.826572691090405,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 13 %, 12 %
12.82664498500526,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 72 %
13.826697457116097,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 72 %
14.826767888152972,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 71 %
15.826840264955536,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 44 %, 43 %
16.826902262168005,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 76 %, 73 %
17.826951588038355,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 70 %
18.82702341210097,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 71 %
19.827095600077882,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 64 %, 63 %
20.82715780311264,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 72 %
21.82722699199803,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 72 %
22.8272740051616,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 71 %
23.82733584404923,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 24 %, 23 %
24.827403711155057,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 72 %
25.827473079087213,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 71 %
26.827523454092443,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 72 %
27.827595049049705,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 73 %, 71 %
28.827659061178565,GPU-5c4dd235-2eb0-31a3-405b-d6d09834233c, Not Active, Not Active, 65247 MiB, 294 MiB, 61780 MiB, 3171 MiB, 74 %, 71 %
