time,gpu,pwr,gtemp,mtemp,sm,mem,enc,dec,jpg,ofa,mclk,pclk,pviol,tviol,rxpci,txpci
s,Idx,W,C,C,%,%,%,%,%,%,MHz,MHz,%,bool,MB/s,MB/s
0.12954303994774818,0,90,41,57,0,0,0,0,0,0,1593,1605,0,0,29,10
1.3022272679954767,0,117,42,59,80,77,0,0,0,0,1593,1605,0,0,30,10
2.302291927859187,0,239,43,62,96,92,0,0,0,0,1593,1605,0,0,25,11
3.3023519963026047,0,240,44,63,96,92,0,0,0,0,1593,1605,0,0,26,12
4.30240261182189,0,239,44,63,96,92,0,0,0,0,1593,1605,0,0,28,11
5.302453266456723,0,240,44,63,96,92,0,0,0,0,1593,1605,0,0,31,11
6.302503472194076,0,240,44,64,96,93,0,0,0,0,1593,1605,0,0,28,12
7.302569724619389,0,195,42,58,0,0,0,0,0,0,1593,1605,0,0,0,1
8.3026456926018,0,242,45,63,86,85,0,0,0,0,1593,1605,0,0,30,11
9.486425271257758,0,249,45,64,86,85,0,0,0,0,1593,1605,0,0,27,11
10.486484276130795,0,262,45,64,94,93,0,0,0,0,1593,1605,0,0,27,12
11.486541697755456,0,265,45,64,94,93,0,0,0,0,1593,1605,0,0,29,13
12.48662149719894,0,252,45,64,95,94,0,0,0,0,1593,1605,0,0,27,13
13.48666663095355,0,270,46,64,94,94,0,0,0,0,1593,1605,0,0,28,13
14.486713180318475,0,272,46,65,94,95,0,0,0,0,1593,1605,0,0,28,11
15.486777983605862,0,270,46,64,95,96,0,0,0,0,1593,1605,0,0,30,12
16.48684280924499,0,298,46,64,93,91,0,0,0,0,1593,1605,0,0,30,12
17.486909108236432,0,260,46,66,94,92,0,0,0,0,1593,1605,0,0,27,12
18.486954046413302,0,262,46,64,94,93,0,0,0,0,1593,1605,0,0,30,12
19.487015713006258,0,262,46,64,94,94,0,0,0,0,1593,1605,0,0,27,14
20.487085985019803,0,268,46,64,94,94,0,0,0,0,1593,1605,0,0,30,11
21.487139832228422,0,269,46,65,94,95,0,0,0,0,1593,1605,0,0,33,12
22.487203285098076,0,273,46,64,95,96,0,0,0,0,1593,1605,0,0,27,11
23.48726787418127,0,305,48,64,93,87,0,0,0,0,1593,1605,0,0,27,12
24.48731943592429,0,259,46,64,94,92,0,0,0,0,1593,1605,0,0,28,12
25.487367847934365,0,263,46,66,93,91,0,0,0,0,1593,1605,0,0,27,13
