time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.1629881002008915,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 0 %, 0 %
1.2779725342988968,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 34 %, 35 %
2.2780524473637342,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 98 %, 100 %
3.27812129445374,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 98 %, 100 %
4.27818919532001,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 98 %, 100 %
5.278259048238397,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60602 MiB, 4349 MiB, 98 %, 100 %
6.2783010099083185,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60634 MiB, 4317 MiB, 95 %, 86 %
7.278357742354274,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60634 MiB, 4317 MiB, 92 %, 89 %
8.439630387350917,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60634 MiB, 4317 MiB, 94 %, 91 %
9.439694982022047,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60666 MiB, 4285 MiB, 95 %, 95 %
10.439757158979774,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 92 %, 99 %
11.439821312204003,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
12.439894679933786,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 43 %, 47 %
13.439957035705447,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
14.440020479261875,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 95 %, 100 %
15.440088756382465,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
16.440157083794475,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
17.44022293202579,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 94 %
18.440295273438096,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 95 %, 94 %
19.44035138376057,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 95 %, 92 %
20.440415143966675,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 93 %
21.440481735393405,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 95 %, 95 %
22.440553644672036,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 92 %, 100 %
23.440628355368972,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 92 %, 100 %
24.440702931955457,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
25.44076986424625,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
26.440838616341352,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 93 %, 100 %
27.440909955650568,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 95 %, 100 %
28.440971663221717,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 93 %, 100 %
29.441037559881806,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 100 %
30.441100407391787,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 95 %
31.441166404634714,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 93 %
32.441231086850166,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 94 %, 92 %
33.441305819898844,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 93 %, 93 %
34.44137668982148,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 93 %, 100 %
35.44144822843373,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 93 %, 100 %
36.441518323495984,GPU-e0b4c866-2299-3653-70e5-2f97cac52698, Not Active, Not Active, 65247 MiB, 294 MiB, 60684 MiB, 4267 MiB, 92 %, 100 %
