time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.14139362704008818,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59558 MiB, 5393 MiB, 0 %, 0 %
1.2237465970683843,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59558 MiB, 5393 MiB, 0 %, 0 %
2.223805002984591,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59558 MiB, 5393 MiB, 93 %, 68 %
3.2238723339978606,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59704 MiB, 5247 MiB, 53 %, 34 %
4.223925656056963,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 83 %, 86 %
5.2239754990441725,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 83 %, 86 %
6.224022315000184,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 84 %, 89 %
7.224069838994183,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 85 %, 90 %
8.224140450009145,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 77 %, 77 %
9.224193501053378,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 83 %, 85 %
10.224241649033502,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 84 %, 87 %
11.224289432051592,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 85 %, 89 %
12.224339692038484,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 86 %, 92 %
13.224392716074362,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 82 %, 82 %
14.224454308045097,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 83 %, 85 %
15.224506792030297,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 84 %, 87 %
16.22455374908168,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 84 %, 88 %
17.22459927899763,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59730 MiB, 5221 MiB, 86 %, 91 %
18.224654955090955,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 81 %, 81 %
19.224703526007943,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 83 %, 85 %
20.224750269087963,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 83 %, 86 %
21.22481072798837,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 85 %, 89 %
22.22486379207112,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 70 %, 74 %
23.224914130056277,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
24.224976071040146,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
25.22503847803455,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
26.225098594091833,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
27.225161647074856,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
28.22522533405572,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
29.225280549027957,GPU-5d6dae18-ae82-f3d6-5aba-e49e2fa7d868, Not Active, Not Active, 65247 MiB, 294 MiB, 59734 MiB, 5217 MiB, 0 %, 0 %
