time [s],scheduler_total_time,model_forward_total_time,gpu_cache_usage_perc,num_requests_running,num_requests_waiting,num_preemptions_total,request_success_total,prompt_tokens_total,generation_tokens_total
0.14633451588451862,0,0,0,0,0,0,0,0,0
1.2708449754863977,0.0021465513855218887,0.13060658238828182,0.0009691487643352925,1.0,0.0,0.0,0,242.0,35.0
2.2709424048662186,0.01171899400651455,0.8131004944443703,0.0,0.0,0.0,0.0,1.0,242.0,226.0
3.2710213512182236,0.04733997955918312,2.8665903732180595,0.0011845151564098266,1.0,1992.0,0.0,3.0,968.0,783.0
4.967371365055442,0.04996692202985287,3.0274108480662107,0.0013460399504657827,1.0,1997.0,0.0,3.0,968.0,828.0
5.967437334358692,0.06591637805104256,4.002284815534949,0.0015075647445216278,1.0,1996.0,0.0,4.0,1210.0,1099.0
6.967489710077643,0.08212699182331562,4.978678677231073,0.0008614655682980255,1.0,1994.0,0.0,6.0,1694.0,1368.0
7.967538420110941,0.09801172092556953,5.955444775521755,0.0010229903623539816,1.0,1993.0,0.0,7.0,1936.0,1640.0
8.967592487111688,0.11407364159822464,6.933022581040859,0.0011845151564098266,1.0,1992.0,0.0,8.0,2178.0,1912.0
9.967658443376422,0.12985815294086933,7.9094863180071115,0.0013460399504657827,1.0,1991.0,0.0,9.0,2420.0,2184.0
10.967711117118597,0.1456713043153286,8.884264456108212,0.0015075647445216278,1.0,1990.0,0.0,10.0,2662.0,2455.0
11.967780580744147,0.16175791062414646,9.860487822443247,0.0008614655682980255,1.0,1988.0,0.0,12.0,3146.0,2724.0
12.96785451285541,0.1776487436145544,10.83728151768446,0.0010229903623539816,1.0,1987.0,0.0,13.0,3388.0,2996.0
13.967917239293456,0.19373870082199574,11.816127648577094,0.0011845151564098266,1.0,1986.0,0.0,14.0,3630.0,3268.0
14.967989640310407,0.2096349410712719,12.79306235164404,0.0013460399504657827,1.0,1985.0,0.0,15.0,3872.0,3540.0
15.968041606247425,0.22556796856224537,13.769904881715775,0.0015075647445216278,1.0,1984.0,0.0,16.0,4114.0,3812.0
16.96809770911932,0.24175279028713703,14.745465707033873,0.0008614655682980255,1.0,1982.0,0.0,18.0,4598.0,4081.0
17.96816134825349,0.25756595470011234,15.719678254798055,0.0010229903623539816,1.0,1981.0,0.0,19.0,4840.0,4352.0
18.968231935054064,0.2737432271242142,16.69618086144328,0.0011845151564098266,1.0,1980.0,0.0,20.0,5082.0,4623.0
19.96830538660288,0.28965956531465054,17.673059463500977,0.0013460399504657827,1.0,1979.0,0.0,21.0,5324.0,4895.0
20.968367155641317,0.3055307026952505,18.64997078664601,0.0015075647445216278,1.0,1978.0,0.0,22.0,5566.0,5167.0
21.968433063477278,0.3214605860412121,19.627494489774108,0.0008614655682980255,1.0,1976.0,0.0,24.0,6050.0,5437.0
22.968496911227703,0.3374073076993227,20.604673774912953,0.0010229903623539816,1.0,1975.0,0.0,25.0,6292.0,5709.0
23.968563061207533,0.3535465355962515,21.580860186368227,0.0011845151564098266,1.0,1974.0,0.0,26.0,6534.0,5980.0
24.968624578788877,0.36986489593982697,22.557852355763316,0.0013460399504657827,1.0,1973.0,0.0,27.0,6776.0,6251.0
25.968690486624837,0.3857925869524479,23.53204052709043,0.0015075647445216278,1.0,1972.0,0.0,28.0,7018.0,6522.0
26.968757946044207,0.40214301459491253,24.511403618380427,0.0008614655682980255,1.0,1970.0,0.0,30.0,7502.0,6792.0
27.968822894617915,0.4180319458246231,25.48599775135517,0.0010229903623539816,1.0,1969.0,0.0,31.0,7744.0,7063.0
28.968888780102134,0.4341226350516081,26.463684355840087,0.0011845151564098266,1.0,1968.0,0.0,32.0,7986.0,7335.0
29.968959072604775,0.4501186516135931,27.440702157095075,0.0013460399504657827,1.0,1967.0,0.0,33.0,8228.0,7607.0
30.969032725319266,0.4662453457713127,28.416112639009953,0.0015075647445216278,1.0,1966.0,0.0,34.0,8470.0,7878.0
31.969097089022398,0.4820650815963745,29.394193859770894,0.0008614655682980255,1.0,1964.0,0.0,36.0,8954.0,8148.0
32.969163075089455,0.4979756511747837,30.370199602097273,0.0010229903623539816,1.0,1963.0,0.0,37.0,9196.0,8420.0
33.96922884322703,0.5138591583818197,31.344856832176447,0.0011845151564098266,1.0,1962.0,0.0,38.0,9438.0,8691.0
34.969302129000425,0.5297812316566706,32.322520380839705,0.0013460399504657827,1.0,1961.0,0.0,39.0,9680.0,8963.0
35.96936255693436,0.5455720704048872,33.29891540110111,0.0015075647445216278,1.0,1960.0,0.0,40.0,9922.0,9235.0
36.96942854486406,0.5614411197602749,34.27664125338197,0.0008614655682980255,1.0,1958.0,0.0,42.0,10406.0,9505.0
37.96950138360262,0.5773451942950487,35.25315602310002,0.0010229903623539816,1.0,1957.0,0.0,43.0,10648.0,9777.0
38.969573214650154,0.5934317205101252,36.23070661909878,0.0011845151564098266,1.0,1956.0,0.0,44.0,10890.0,10049.0
39.969638641923666,0.609730675816536,37.20626097731292,0.0013460399504657827,1.0,1955.0,0.0,45.0,11132.0,10320.0
40.96970172971487,0.6257146559655666,38.18359391763806,0.0015075647445216278,1.0,1954.0,0.0,46.0,11374.0,10592.0
41.96976704522967,0.6421479322016239,39.15876945853233,0.0008614655682980255,1.0,1952.0,0.0,48.0,11858.0,10860.0
42.96983162686229,0.6591942701488733,40.13391454331577,0.0010229903623539816,1.0,1951.0,0.0,49.0,12100.0,11129.0
43.969908541068435,0.6752931773662567,41.11071879789233,0.0011845151564098266,1.0,1950.0,0.0,50.0,12342.0,11403.0
