time,gpu,pwr,gtemp,mtemp,sm,mem,enc,dec,jpg,ofa,mclk,pclk,pviol,tviol,rxpci,txpci
s,Idx,W,C,C,%,%,%,%,%,%,MHz,MHz,%,bool,MB/s,MB/s
0.13872394524514675,0,136,44,63,30,30,0,0,0,0,1593,1980,0,0,26,12
1.376567443832755,0,157,44,65,30,30,0,0,0,0,1593,1980,0,0,28,11
2.376647911965847,0,312,46,68,97,100,0,0,0,0,1593,1980,0,0,32,11
3.3767128568142653,0,315,47,68,97,100,0,0,0,0,1593,1980,0,0,27,11
4.376777722500265,0,311,47,68,97,100,0,0,0,0,1593,1980,0,0,27,15
5.376839506439865,0,314,47,69,97,100,0,0,0,0,1593,1980,0,0,28,13
6.377000638283789,0,629,61,69,79,79,0,0,0,0,1593,1920,0,0,29,13
7.377065038308501,0,683,65,70,99,100,0,0,0,0,1593,1815,0,0,29,13
8.37713797017932,0,555,56,70,91,100,0,0,0,0,1593,1980,0,0,29,12
9.377196792513132,0,439,55,72,93,100,0,0,0,0,1593,1980,0,0,28,13
10.377267339266837,0,446,55,70,92,100,0,0,0,0,1593,1980,0,0,35,14
11.377324278466403,0,439,55,70,92,100,0,0,0,0,1593,1980,0,0,32,12
12.37739945948124,0,433,54,70,93,100,0,0,0,0,1593,1980,0,0,38,16
13.377453062683344,0,423,54,70,94,100,0,0,0,0,1593,1980,0,0,34,13
14.377517906948924,0,438,55,71,94,100,0,0,0,0,1593,1980,0,0,35,13
15.377572633326054,0,407,54,71,94,100,0,0,0,0,1593,1980,0,0,31,13
16.377637892961502,0,439,55,70,94,100,0,0,0,0,1593,1980,0,0,35,16
17.37769539747387,0,434,55,71,95,100,0,0,0,0,1593,1980,0,0,28,13
18.377763620577753,0,457,61,70,94,100,0,0,0,0,1593,1785,0,0,29,13
19.3778176009655,0,687,65,72,99,94,0,0,0,0,1593,1725,0,0,29,11
20.3778780894354,0,669,59,73,98,92,0,0,0,0,1593,1965,0,0,28,11
21.377931949682534,0,455,56,71,93,100,0,0,0,0,1593,1980,0,0,34,12
22.377997876144946,0,470,56,72,93,100,0,0,0,0,1593,1980,0,0,32,13
23.378052382729948,0,507,62,72,92,100,0,0,0,0,1593,1785,0,0,33,14
24.378119978122413,0,493,56,72,94,95,0,0,0,0,1593,1965,0,0,29,15
25.37817841116339,0,465,55,71,91,100,0,0,0,0,1593,1965,0,0,38,12
26.378246278502047,0,452,55,72,92,100,0,0,0,0,1593,1980,0,0,31,11
27.37830158509314,0,455,56,74,94,100,0,0,0,0,1593,1980,0,0,39,16
28.378378424793482,0,502,58,70,94,100,0,0,0,0,1593,1890,0,0,32,11
29.37843471299857,0,434,55,72,93,100,0,0,0,0,1593,1980,0,0,31,12
30.37850254960358,0,427,55,71,93,100,0,0,0,0,1593,1980,0,0,29,11
31.3785961298272,0,434,55,72,94,100,0,0,0,0,1593,1980,0,0,34,33
32.378663768060505,0,662,67,73,99,99,0,0,0,0,1593,1755,0,0,29,11
33.378715560771525,0,653,62,72,99,99,0,0,0,0,1593,1920,0,0,28,13
34.37878587655723,0,447,57,75,91,100,0,0,0,0,1593,1980,0,0,28,12
35.378839327953756,0,461,56,73,93,100,0,0,0,0,1593,1980,0,0,32,12
36.37891764007509,0,413,55,72,92,100,0,0,0,0,1593,1980,0,0,35,12
37.37897971179336,0,433,55,71,91,100,0,0,0,0,1593,1980,0,0,28,11
38.37904719915241,0,437,55,72,94,100,0,0,0,0,1593,1980,0,0,35,13
39.37911133747548,0,440,54,72,94,100,0,0,0,0,1593,1980,0,0,31,11
40.379180101677775,0,428,55,72,94,100,0,0,0,0,1593,1980,0,0,34,14
41.379245925694704,0,437,55,71,93,100,0,0,0,0,1593,1980,0,0,36,12
42.3793156594038,0,441,59,71,95,100,0,0,0,0,1593,1980,0,0,28,13
43.37936993967742,0,437,55,73,93,100,0,0,0,0,1593,1980,0,0,36,13
44.37943731620908,0,487,62,73,95,100,0,0,0,0,1593,1755,0,0,28,12
45.379489357583225,0,682,65,72,99,97,0,0,0,0,1593,1740,0,0,30,11
46.379554841667414,0,635,59,73,93,98,0,0,0,0,1593,1965,0,0,32,15
47.37962670810521,0,457,57,73,93,100,0,0,0,0,1593,1980,0,0,34,16
