time [s],scheduler_total_time,model_forward_total_time,gpu_cache_usage_perc,num_requests_running,num_requests_waiting,num_preemptions_total,request_success_total,prompt_tokens_total,generation_tokens_total
0.1511195069178939,0,0,0,0,0,0,0,0,0
1.3986003689933568,0.0006405427120625973,0.10497395228594542,0.005990265818045626,1.0,0.0,0.0,0,250.0,4.0
2.3986823330633342,0.0036809653975069523,1.0993654713965952,0.007113440658929271,1.0,0.0,0.0,0,250.0,54.0
3.3987406520172954,0.00661460030823946,2.0939750359393656,0.00861100711344065,1.0,0.0,0.0,0,250.0,104.0
4.398801211034879,0.009557717014104128,3.0897097236011177,0.009734181954324184,1.0,0.0,0.0,0,250.0,154.0
5.398861262015998,0.012484925100579858,4.0868837353773415,0.010857356795207829,1.0,0.0,0.0,0,250.0,204.0
6.398921126965433,0.01403080252930522,4.626001864904538,0.0,0.0,0.0,0.0,1.0,250.0,230.0
7.398999486118555,0.03815789707005024,6.252934433054179,0.23062523399475854,32.0,1960.0,0.0,1.0,8250.0,1843.0
8.496788260992616,0.040239443769678473,6.380910219391808,0.2343691501310371,32.0,1968.0,0.0,1.0,8250.0,2003.0
9.4968516160734,0.05452004191465676,7.365993770770729,0.2624485211531262,32.0,1968.0,0.0,1.0,8250.0,3219.0
10.496914105024189,0.06841176259331405,8.348791349446401,0.29052789217521524,32.0,1968.0,0.0,1.0,8250.0,4403.0
11.496976834954694,0.08194839488714933,9.329443290363997,0.31748408835642083,32.0,1968.0,0.0,1.0,8250.0,5555.0
12.497038121102378,0.09510687529109418,10.302944642258808,0.34369150131037063,32.0,1968.0,0.0,1.0,8250.0,6675.0
13.497102830093354,0.10930214868858457,11.279567142715678,0.23399475851740925,30.0,1948.0,0.0,23.0,12596.0,7638.0
14.497166018933058,0.12471593241207302,12.281999964499846,0.2205166604268064,32.0,1936.0,0.0,33.0,16250.0,8772.0
15.497236154973507,0.1390511489007622,13.258722231024876,0.24897042306252337,32.0,1936.0,0.0,33.0,16250.0,9988.0
16.49735329207033,0.15298809460364282,14.230181778548285,0.27667540247098465,32.0,1936.0,0.0,33.0,16250.0,11172.0
17.497422416927293,0.167080529499799,15.225351923378184,0.30438038187944594,32.0,1936.0,0.0,33.0,16250.0,12356.0
18.49749411805533,0.18083947175182402,16.217722373316064,0.3313365780606514,32.0,1936.0,0.0,33.0,16250.0,13508.0
19.49756322405301,0.19437074288725853,17.201591063989326,0.3575439910146013,32.0,1936.0,0.0,33.0,16250.0,14628.0
20.497634621104226,0.21059150923974812,18.166665425524116,0.20591538749532012,32.0,1904.0,0.0,65.0,24250.0,15509.0
21.497700326144695,0.22555990214459598,19.157851186348125,0.23511793335829279,32.0,1904.0,0.0,65.0,24250.0,16757.0
22.49776999093592,0.24039402091875672,20.145088310120627,0.26357169599400976,32.0,1904.0,0.0,65.0,24250.0,17973.0
23.497868662001565,0.2523968778550625,21.120790309272707,0.28640958442530884,32.0,1904.0,0.0,65.0,24250.0,18965.0
24.497938548913226,0.26620208844542503,22.09909098292701,0.3137401722201423,32.0,1904.0,0.0,65.0,24250.0,20117.0
25.498010059120134,0.2799111579079181,23.098154365085065,0.34069636840134776,32.0,1904.0,0.0,65.0,24250.0,21269.0
26.498080992139876,0.2932628830894828,24.033746540779248,0.27405466117558963,30.0,1892.0,0.0,79.0,26681.0,22245.0
27.498145702062175,0.3096645069308579,25.065030669327825,0.21677274429052784,32.0,1872.0,0.0,97.0,32250.0,23335.0
28.498209475073963,0.32423402089625597,26.038966943742707,0.2452265069262448,32.0,1872.0,0.0,97.0,32250.0,24551.0
29.498275838093832,0.3384109998587519,27.0083009689115,0.2729314863347061,32.0,1872.0,0.0,97.0,32250.0,25735.0
30.498339337995276,0.3525327753741294,28.0005674820859,0.3006364657431674,32.0,1872.0,0.0,97.0,32250.0,26919.0
31.498404308920726,0.36631853855215013,28.990633178967983,0.32759266192437286,32.0,1872.0,0.0,97.0,32250.0,28071.0
32.49847354693338,0.37976041389629245,29.97178650368005,0.35380007487832277,32.0,1872.0,0.0,97.0,32250.0,29191.0
33.49854004802182,0.3955285865813494,30.954017519252375,0.20217147135904157,32.0,1840.0,0.0,129.0,40250.0,30073.0
34.49864118010737,0.41058705234900117,31.943394798785448,0.23137401722201423,32.0,1840.0,0.0,129.0,40250.0,31321.0
35.4987049929332,0.42514551617205143,32.92791194608435,0.2598277798577312,32.0,1840.0,0.0,129.0,40250.0,32537.0
36.49878809903748,0.43935963581316173,33.908693498698995,0.28790715087982033,32.0,1840.0,0.0,129.0,40250.0,33721.0
37.49886640603654,0.4530970836058259,34.88748790230602,0.31448895544739797,32.0,1840.0,0.0,129.0,40250.0,34873.0
38.498935538111255,0.466667574364692,35.86065871268511,0.34069636840134776,32.0,1840.0,0.0,129.0,40250.0,35993.0
39.49899960309267,0.48099768511019647,36.83630254701711,0.26432047922126545,30.0,1826.0,0.0,145.0,43181.0,36999.0
40.49906392511912,0.49679224262945354,37.827376374276355,0.2171471359041558,32.0,1808.0,0.0,161.0,48250.0,38060.0
41.49910813104361,0.5113653112202883,38.801360606914386,0.2452265069262448,32.0,1808.0,0.0,161.0,48250.0,39276.0
42.499169463990256,0.5258858264423907,39.79660782054998,0.2736802695619618,32.0,1808.0,0.0,161.0,48250.0,40492.0
43.49921217397787,0.5400499573443085,40.78944948944263,0.30138524897042307,32.0,1808.0,0.0,161.0,48250.0,41676.0
44.499281984055415,0.5534373184200376,41.75206436752342,0.32759266192437286,32.0,1808.0,0.0,161.0,48250.0,42796.0
