time [s],uuid, clocks_event_reasons.hw_slowdown, clocks_event_reasons.sw_thermal_slowdown, memory.total [MiB], memory.reserved [MiB], memory.used [MiB], memory.free [MiB], utilization.gpu [%], utilization.memory [%]
0.12867692508734763,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 0 %, 0 %
1.2691112980246544,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 0 %, 0 %
2.2691813309211284,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 0 %, 0 %
3.269254300976172,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 0 %, 0 %
4.269315507961437,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 92 %, 68 %
5.269390746951103,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59370 MiB, 5581 MiB, 0 %, 0 %
6.269463883014396,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 88 %, 71 %
8.07610569591634,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 88 %, 71 %
9.07617540890351,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
10.076246072072536,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
11.076314806938171,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
12.076376674929634,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
13.07643986796029,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 71 %
14.076505177887157,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
15.076576140942052,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 70 %
16.076647025998682,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
17.076718729920685,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
18.07679719896987,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
19.076866742921993,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
20.076935791876167,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 75 %
21.07699859398417,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
22.077061363030225,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
23.077125063864514,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
24.077194628072903,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 69 %
25.07725559407845,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
26.07732582394965,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
27.077387041877955,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 75 %
28.077456745086238,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
29.07752586901188,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
30.077596264891326,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
31.077667333884165,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
32.07772335992195,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
33.07776808203198,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 69 %
34.07783315493725,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
35.07790112285875,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
36.07796069700271,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
37.07800409104675,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
38.078071747906506,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 75 %
39.07814034097828,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
40.07820804603398,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 75 %
41.078277743887156,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
42.078342942055315,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 75 %
43.078385482076555,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
44.07848333707079,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 69 %
45.07855257904157,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
46.07861823798157,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
47.078687347937375,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
48.07875586906448,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
49.078827305929735,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
50.07889362401329,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
51.07896027807146,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
52.07901471294463,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
53.07908272300847,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 70 %
54.07915288908407,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
55.07921541389078,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
56.07927319104783,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
57.07933460595086,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
58.07940296106972,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
59.079466643044725,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
60.079535364871845,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 76 %
61.07959660794586,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
62.07965874206275,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 90 %, 71 %
63.07972714188509,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
64.07980418298393,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 70 %
65.07986376690678,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
66.0799344170373,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
67.07999668689445,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
68.08005447289906,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 72 %
69.08011254086159,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
70.08017077296972,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
71.08023824286647,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
72.0803037090227,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 88 %, 74 %
73.08037381898612,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
74.08044500602409,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
75.08051915792748,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 88 %, 73 %
76.08057830692269,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 76 %
77.08063852996565,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
78.08071564789861,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 77 %
79.08077822485939,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
80.08084668288939,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 76 %
81.08091810904443,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
82.08098782296292,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
83.08105479506776,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
84.08112403494306,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 73 %
85.08118047192693,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 76 %
86.08123869402334,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 74 %
87.0813092510216,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 77 %
88.08137354603969,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 75 %
89.08144529885612,GPU-05042951-8f0e-f63c-092a-11041a61f3b6, Not Active, Not Active, 65247 MiB, 294 MiB, 59394 MiB, 5557 MiB, 89 %, 71 %
