time [s],scheduler_total_time,model_forward_total_time,gpu_cache_usage_perc,num_requests_running,num_requests_waiting,num_preemptions_total,request_success_total,prompt_tokens_total,generation_tokens_total
0.14263571286574006,0,0,0,0,0,0,0,0,0
1.242362932767719,0.001904820092022419,0.1325310266111046,0.0009163432514014413,1.0,0.0,0.0,0,242.0,30.0
2.242439494933933,0.011511041782796383,0.8286941503174603,0.0,0.0,0.0,0.0,1.0,242.0,226.0
3.2425120719708502,0.41791561455465853,4.198649626458064,0.08856188012074173,64.0,1870.0,0.0,65.0,31218.0,24995.0
6.5110701529774815,0.4278690598439425,4.323146466165781,0.09201164294954722,64.0,1872.0,0.0,65.0,31218.0,26019.0
7.511149401776493,0.5012749917805195,5.238497162004933,0.06619232427770594,64.0,1808.0,0.0,129.0,46706.0,32835.0
8.511214463971555,0.5751730815973133,6.148572637466714,0.0927662785683484,64.0,1808.0,0.0,129.0,46706.0,40707.0
9.511279628844932,0.6494661599863321,7.060642968164757,0.066893057352307,64.0,1744.0,0.0,193.0,62194.0,47527.0
10.51134422281757,0.7244754710700363,7.9679866407532245,0.09163432514014658,63.0,1744.0,0.0,194.0,62194.0,55335.0
11.511412408901379,0.7989262687042356,8.889356093481183,0.06775549805950842,64.0,1680.0,0.0,257.0,77682.0,62219.0
12.51147783990018,0.8742075052578002,9.804733426310122,0.09325140146614919,64.0,1679.0,0.0,258.0,77924.0,70026.0
13.51154445996508,0.9493697080761194,10.71560270828195,0.06856403622250973,64.0,1616.0,0.0,321.0,93170.0,76912.0
14.511610122863203,1.0242191297002137,11.625951257301494,0.09379042690815009,64.0,1615.0,0.0,322.0,93412.0,84655.0
15.511682444950566,1.25142339640297,12.390449938829988,0.06435963777490294,64.0,1552.0,0.0,385.0,108658.0,90133.0
16.51174810482189,1.327036105794832,13.303267498500645,0.09104139715394566,64.0,1552.0,0.0,385.0,108658.0,98069.0
17.51181474281475,1.4002438329625875,14.220144997118041,0.06511427339370424,64.0,1488.0,0.0,449.0,124146.0,104827.0
18.511885784799233,1.475953747984022,15.12803510716185,0.0916882276843467,64.0,1488.0,0.0,449.0,124146.0,112699.0
19.511953748995438,1.5485603688284755,16.04111086577177,0.06543768865890465,64.0,1424.0,0.0,513.0,139634.0,119393.0
20.51201776182279,1.6245114128105342,16.95107306726277,0.09201164294954722,64.0,1424.0,0.0,513.0,139634.0,127265.0
21.512087260838598,1.6980363670736551,17.86559101822786,0.06592281155670543,64.0,1360.0,0.0,577.0,155122.0,134024.0
22.512129947775975,1.7739394602831453,18.779025131370872,0.092496765847348,64.0,1360.0,0.0,577.0,155122.0,141896.0
23.512174421921372,1.8470792351290584,19.69569972087629,0.06646183699870634,64.0,1296.0,0.0,641.0,170610.0,148655.0
24.512215293943882,1.9224188518710434,20.59546505101025,0.09098749460974553,63.0,1296.0,0.0,642.0,170610.0,156399.0
25.512281224830076,1.9969314041081816,21.508582915877923,0.0666235446313066,64.0,1232.0,0.0,705.0,186098.0,163159.0
26.51233254489489,2.2079449503216892,22.29211244196631,0.08947822337214317,64.0,1232.0,0.0,705.0,186098.0,169943.0
27.51237828982994,2.2810819600708783,23.211738378973678,0.06333548943510137,64.0,1168.0,0.0,769.0,201586.0,176639.0
28.512426321860403,2.3568045031279325,24.121506134746596,0.09001724881414408,64.0,1168.0,0.0,769.0,201586.0,184575.0
29.512475485913455,2.4286934416741133,25.036354176001623,0.06376670978870203,64.0,1104.0,0.0,833.0,217074.0,191207.0
30.512533084955066,2.505319183226675,25.949034365592524,0.09039456662354461,64.0,1104.0,0.0,833.0,217074.0,199143.0
31.512579360976815,2.578024282120168,26.867236675461754,0.0645213454075032,64.0,1040.0,0.0,897.0,232562.0,205840.0
32.512620211811736,2.6541946560610086,27.773260879796,0.09077188443294526,64.0,1040.0,0.0,897.0,232562.0,213712.0
33.51266543800011,2.726190007524565,28.692394381389022,0.06479085812850371,64.0,976.0,0.0,961.0,248050.0,220409.0
34.512713592965156,2.8012436379212886,29.59893653355539,0.09120310478654592,64.0,976.0,0.0,961.0,248050.0,228281.0
35.512763041770086,2.8743741165380925,30.514005898032337,0.06506037084950411,64.0,912.0,0.0,1025.0,263538.0,234979.0
36.51281767478213,3.090321445837617,31.29081859299913,0.08791504959034069,64.0,912.0,0.0,1025.0,263538.0,241763.0
37.51286106277257,3.1616272618994117,32.208989795763046,0.061394997843898236,64.0,848.0,0.0,1089.0,279026.0,248333.0
38.51290636579506,3.238858831115067,33.117570341564715,0.08834626994394135,64.0,848.0,0.0,1089.0,279026.0,256333.0
39.51295662880875,3.309992788359523,34.02963712438941,0.06150280293229837,64.0,784.0,0.0,1153.0,294514.0,262840.0
40.51302196690813,3.3870523874647915,34.93845455860719,0.08850797757654161,64.0,784.0,0.0,1153.0,294514.0,270840.0
41.513069671811536,3.4572132548782974,35.857185005676,0.06177231565329888,64.0,720.0,0.0,1217.0,310002.0,277411.0
42.513115325942636,3.5345112353097647,36.76705440366641,0.08888529538594225,64.0,720.0,0.0,1217.0,310002.0,285411.0
43.51316155586392,3.6060610509011894,37.68473958573304,0.06204182837429928,64.0,656.0,0.0,1281.0,325490.0,291983.0
44.513202209956944,3.682668421184644,38.59470158605836,0.08915480810694265,64.0,656.0,0.0,1281.0,325490.0,299983.0
45.513250085990876,3.752779310801998,39.51169664575718,0.062419146183699925,64.0,592.0,0.0,1345.0,340978.0,306555.0
46.51330246287398,3.971397061832249,40.28019955335185,0.08548943510133677,64.0,592.0,0.0,1345.0,340978.0,313339.0
